Well Name,Field Name,Timestamp,Production_1D,Production_7D,Production Target,Average Cycle Time
Tango-11,Alpha 3,2024-02-13T00:00:00+00:00,204.4152985,202.0693378,196.506032,8825
Tango-11,Alpha 3,2024-02-14T00:00:00+00:00,199.1208038,203.6435757,199.1208038,8320
Tango-11,Alpha 3,2024-02-15T00:00:00+00:00,201.0722046,203.4076004,201.0722046,8291
Tango-11,Alpha 3,2024-02-16T00:00:00+00:00,200.726593,202.2727127,200.726593,7838
Tango-11,Alpha 3,2024-02-17T00:00:00+00:00,195.232605,199.2312508,175.6621704,8127
Tango-11,Alpha 3,2024-02-18T00:00:00+00:00,250.180603,207.4656391,250.180603,8238
Tango-11,Alpha 3,2024-02-19T00:00:00+00:00,200.5301971,205.9493256,200.5301971,7631
Tango-11,Alpha 3,2024-02-20T00:00:00+00:00,204.1759949,206.9317875,204.1759949,8013
Tango-11,Alpha 3,2024-02-21T00:00:00+00:00,186.9080048,204.7433758,184.5303368,8826
Tango-11,Alpha 3,2024-02-22T00:00:00+00:00,206.902298,205.7160625,205.2815694,7523
Tango-11,Alpha 3,2024-02-23T00:00:00+00:00,203.1537018,205.9762497,203.1537018,7996
Tango-11,Alpha 3,2024-02-24T00:00:00+00:00,186.482193,204.1956997,186.482193,8250
Tango-11,Alpha 3,2024-02-25T00:00:00+00:00,217.245697,206.9473362,217.245697,8144
Tango-11,Alpha 3,2024-02-26T00:00:00+00:00,182.9963074,198.5492992,182.9963074,7598
Tango-11,Alpha 3,2024-02-27T00:00:00+00:00,191.5265045,197.4238377,184.9781877,8670
Tango-11,Alpha 3,2024-02-28T00:00:00+00:00,172.9620972,193.5221004,168.3215122,7767
Tango-11,Alpha 3,2024-02-29T00:00:00+00:00,186.1130066,193.4227257,186.1130066,7844
Tango-12,Alpha 3,2024-02-01T00:00:00+00:00,249.9656067,336.7971382,249.9656067,8352
Tango-12,Alpha 3,2024-02-02T00:00:00+00:00,373.8912964,341.0222015,373.8912964,6399
Tango-12,Alpha 3,2024-02-03T00:00:00+00:00,315.6989136,338.7593422,315.6989136,8329
Tango-12,Alpha 3,2024-02-04T00:00:00+00:00,325.2015991,335.7492409,325.2015991,8208
Tango-12,Alpha 3,2024-02-05T00:00:00+00:00,325.2015991,338.5895767,325.2015991,6995
Tango-12,Alpha 3,2024-02-06T00:00:00+00:00,307.5297852,336.1573639,307.5297852,6669
Tango-12,Alpha 3,2024-02-07T00:00:00+00:00,338.2145996,329.3847389,338.2145996,8886
Tango-12,Alpha 3,2024-02-08T00:00:00+00:00,316.5396118,319.0303764,316.5396118,7865
Tango-12,Alpha 3,2024-02-09T00:00:00+00:00,319.4455872,327.715374,319.4455872,7640
Tango-12,Alpha 3,2024-02-10T00:00:00+00:00,343.6723022,323.9379997,343.6723022,7151
Tango-12,Alpha 3,2024-02-11T00:00:00+00:00,318.6906128,324.3119621,318.6906128,7190
Tango-12,Alpha 3,2024-02-12T00:00:00+00:00,327.679657,324.6217194,327.679657,6394
Tango-12,Alpha 3,2024-02-13T00:00:00+00:00,339.156311,326.3660583,330.5298774,6462
Tango-12,Alpha 3,2024-02-14T00:00:00+00:00,296.8244934,325.0278969,279.4336826,6522
Tango-12,Alpha 3,2024-02-15T00:00:00+00:00,328.4431152,323.8064613,328.4431152,6356
Tango-12,Alpha 3,2024-02-16T00:00:00+00:00,339.3940125,326.6632614,339.3940125,6365
Tango-12,Alpha 3,2024-02-17T00:00:00+00:00,294.7461853,323.5758362,248.475607,6394
Tango-12,Alpha 3,2024-02-18T00:00:00+00:00,411.2330017,332.0209236,411.2330017,6383
Tango-12,Alpha 3,2024-02-19T00:00:00+00:00,322.5996094,332.5095482,322.5996094,8553
Tango-12,Alpha 3,2024-02-20T00:00:00+00:00,322.0116882,331.8010521,315.1839498,6670
Tango-12,Alpha 3,2024-02-21T00:00:00+00:00,274.6687927,323.7401123,266.69894,7450
Tango-12,Alpha 3,2024-02-22T00:00:00+00:00,343.3425903,329.5548744,341.6686133,6767
Tango-12,Alpha 3,2024-02-23T00:00:00+00:00,315.8266907,327.9778214,315.8266907,6572
Tango-12,Alpha 3,2024-02-24T00:00:00+00:00,334.1520081,327.3225708,328.3069546,6995
Tango-12,Alpha 3,2024-02-25T00:00:00+00:00,301.6695862,328.1879959,301.6695862,6441
Tango-12,Alpha 3,2024-02-26T00:00:00+00:00,312.1592102,315.803772,312.1592102,6466
Tango-12,Alpha 3,2024-02-27T00:00:00+00:00,323.848053,315.9598274,307.631328,6614
Tango-12,Alpha 3,2024-02-28T00:00:00+00:00,273.3930054,309.8824921,29.36783176,6863
Tango-12,Alpha 3,2024-02-29T00:00:00+00:00,566.6464233,346.3796959,566.6464233,7055
Tango-13,Alpha 3,2024-02-01T00:00:00+00:00,187.9640961,240.2953224,187.9640961,11990
Tango-13,Alpha 3,2024-02-02T00:00:00+00:00,230.5350037,237.5391235,230.5350037,14040
Tango-13,Alpha 3,2024-02-03T00:00:00+00:00,238.0093994,240.6795483,238.0093994,11445
Tango-13,Alpha 3,2024-02-04T00:00:00+00:00,237.646698,235.8458614,237.646698,14220
Tango-13,Alpha 3,2024-02-05T00:00:00+00:00,237.646698,232.8838978,237.646698,10568
Tango-13,Alpha 3,2024-02-06T00:00:00+00:00,234.5997009,231.1600113,234.5997009,14710
Tango-13,Alpha 3,2024-02-07T00:00:00+00:00,238.0236969,231.7118359,238.0236969,10950
Tango-13,Alpha 3,2024-02-08T00:00:00+00:00,238.2577057,230.3353748,238.2577057,13300
Tango-13,Alpha 3,2024-02-09T00:00:00+00:00,241.4651947,237.0230122,241.4651947,14477
Tango-13,Alpha 3,2024-02-10T00:00:00+00:00,207.4407959,234.1362362,207.4407959,17580
Tango-13,Alpha 3,2024-02-11T00:00:00+00:00,244.3170013,234.9246864,244.3170013,11477
Tango-13,Alpha 3,2024-02-12T00:00:00+00:00,232.9019012,234.3315868,232.9019012,10770
Tango-13,Alpha 3,2024-02-13T00:00:00+00:00,207.8733978,230.6099243,207.8733978,11743
Tango-13,Alpha 3,2024-02-14T00:00:00+00:00,263.7315063,234.2514,263.7315063,13414
Tango-13,Alpha 3,2024-02-15T00:00:00+00:00,202.9859009,229.8716755,202.9859009,12110
Tango-13,Alpha 3,2024-02-16T00:00:00+00:00,202.6876068,225.4254131,202.6876068,12403
Tango-13,Alpha 3,2024-02-17T00:00:00+00:00,686.3914795,281.0411987,671.2391357,10787
Tango-13,Alpha 3,2024-02-18T00:00:00+00:00,215.2140961,282.0128613,155.6334537,10680
Tango-13,Alpha 3,2024-02-19T00:00:00+00:00,239.4608002,281.4058361,239.4608002,11691
Tango-13,Alpha 3,2024-02-20T00:00:00+00:00,231.0299072,281.1718369,231.0299072,11490
Tango-13,Alpha 3,2024-02-21T00:00:00+00:00,207.6410065,281.1427879,207.6410065,12740
Tango-13,Alpha 3,2024-02-22T00:00:00+00:00,237.0991974,277.8137493,237.0991974,10632
Tango-13,Alpha 3,2024-02-23T00:00:00+00:00,205.3296051,278.1067123,205.3296051,11306
Tango-13,Alpha 3,2024-02-24T00:00:00+00:00,236.289093,282.3068981,236.289093,11198
Tango-13,Alpha 3,2024-02-25T00:00:00+00:00,237.3074036,226.1713886,237.3074036,11303
Tango-13,Alpha 3,2024-02-26T00:00:00+00:00,208.0825043,225.2799397,208.0825043,11340
Tango-13,Alpha 3,2024-02-27T00:00:00+00:00,223.0133057,223.2240028,223.0133057,11010
Tango-13,Alpha 3,2024-02-28T00:00:00+00:00,2627.134033,522.7370186,2528.461529,10380
Tango-13,Alpha 3,2024-02-29T00:00:00+00:00,206.9835052,522.6548309,206.9835052,11374
Tango-14,Alpha 3,2024-02-01T00:00:00+00:00,503.9150085,501.1788826,503.9150085,5696
Tango-14,Alpha 3,2024-02-02T00:00:00+00:00,526.246521,505.4245491,526.246521,5655
Tango-14,Alpha 3,2024-02-03T00:00:00+00:00,484.71521,501.3679161,484.71521,7220
Tango-14,Alpha 3,2024-02-04T00:00:00+00:00,450.145813,493.944767,450.145813,6305
Tango-14,Alpha 3,2024-02-05T00:00:00+00:00,450.145813,487.2809067,450.145813,5273
Tango-14,Alpha 3,2024-02-06T00:00:00+00:00,522.8452148,486.8664856,522.8452148,5153
Tango-14,Alpha 3,2024-02-07T00:00:00+00:00,520.3795166,495.2042885,520.3795166,5259
Tango-14,Alpha 3,2024-02-08T00:00:00+00:00,472.7643127,491.3946762,472.7643127,5104
Tango-14,Alpha 3,2024-02-09T00:00:00+00:00,527.7758789,494.377285,527.7758789,4910
Tango-14,Alpha 3,2024-02-10T00:00:00+00:00,443.7200012,484.06147,409.7976542,6488
Tango-14,Alpha 3,2024-02-11T00:00:00+00:00,465.4111023,481.6484566,426.1183289,4938
Tango-14,Alpha 3,2024-02-12T00:00:00+00:00,458.0412445,482.6353855,453.586673,4721
Tango-14,Alpha 3,2024-02-13T00:00:00+00:00,482.5260925,486.6829205,470.1754062,5370
Tango-14,Alpha 3,2024-02-14T00:00:00+00:00,523.3693848,486.7484417,523.3693848,5168
Tango-14,Alpha 3,2024-02-15T00:00:00+00:00,522.9561157,487.0705166,522.9561157,4800
Tango-14,Alpha 3,2024-02-16T00:00:00+00:00,517.9185181,492.7147923,508.7278483,5562
Tango-14,Alpha 3,2024-02-17T00:00:00+00:00,468.5799866,485.3153057,417.0909024,4904
Tango-14,Alpha 3,2024-02-18T00:00:00+00:00,378.3649902,477.1459293,374.4426785,4833
Tango-14,Alpha 3,2024-02-19T00:00:00+00:00,521.4724731,484.1536007,517.0044044,4910
Tango-14,Alpha 3,2024-02-20T00:00:00+00:00,486.3951111,487.697834,486.3951111,5224
Tango-14,Alpha 3,2024-02-21T00:00:00+00:00,410.6777954,478.7167969,405.891822,5952
Tango-14,Alpha 3,2024-02-22T00:00:00+00:00,533.1312256,479.937027,533.1312256,4735
Tango-14,Alpha 3,2024-02-23T00:00:00+00:00,510.5812988,478.3901749,510.5812988,4773
Tango-14,Alpha 3,2024-02-24T00:00:00+00:00,488.2229004,474.6782227,480.7248169,4943
Tango-14,Alpha 3,2024-02-25T00:00:00+00:00,514.6928101,480.4423256,514.6928101,4938
Tango-14,Alpha 3,2024-02-26T00:00:00+00:00,513.2561035,497.3037148,502.3445095,4930
Tango-14,Alpha 3,2024-02-27T00:00:00+00:00,492.0942078,493.6314316,-5314.692945,10256
Tango-14,Alpha 3,2024-02-28T00:00:00+00:00,4505.895996,996.0690422,4505.895996,29760
Tango-14,Alpha 3,2024-02-29T00:00:00+00:00,1639.468994,1149.667942,1614.500559,4516
Tango-15,Alpha 3,2024-02-01T00:00:00+00:00,330.9324036,308.4769096,330.9324036,4883
Tango-15,Alpha 3,2024-02-02T00:00:00+00:00,297.8991089,306.8973846,297.8991089,8538
Tango-15,Alpha 3,2024-02-03T00:00:00+00:00,311.4179077,306.2181358,287.3024645,6935
Tango-15,Alpha 3,2024-02-04T00:00:00+00:00,253.7050018,303.8938503,253.7050018,5914
Tango-15,Alpha 3,2024-02-05T00:00:00+00:00,253.7050018,295.5539398,253.7050018,6868
Tango-15,Alpha 3,2024-02-06T00:00:00+00:00,280.4794006,293.2641907,280.4794006,8628
Tango-15,Alpha 3,2024-02-07T00:00:00+00:00,322.7347107,297.4274788,322.7347107,5970
Tango-15,Alpha 3,2024-02-08T00:00:00+00:00,348.2468872,299.8900528,348.2468872,5640
Tango-15,Alpha 3,2024-02-09T00:00:00+00:00,318.5297852,298.3397255,318.5297852,9387
Tango-15,Alpha 3,2024-02-10T00:00:00+00:00,239.2675018,291.0107746,238.9057219,5824
Tango-15,Alpha 3,2024-02-11T00:00:00+00:00,367.0210876,297.9611721,365.5247771,6392
Tango-15,Alpha 3,2024-02-12T00:00:00+00:00,317.2705994,305.9068718,308.2150479,5501
Tango-15,Alpha 3,2024-02-13T00:00:00+00:00,290.6921082,310.5302601,286.5667833,7479
Tango-15,Alpha 3,2024-02-14T00:00:00+00:00,275.8920898,309.9568462,275.8920898,7540
Tango-15,Alpha 3,2024-02-15T00:00:00+00:00,277.0368042,304.2446079,277.0368042,8630
Tango-15,Alpha 3,2024-02-16T00:00:00+00:00,296.7857971,297.8119717,296.7857971,32100
Tango-15,Alpha 3,2024-02-17T00:00:00+00:00,0,257.9957485,0,null
Tango-15,Alpha 3,2024-02-18T00:00:00+00:00,592.5493164,302.1559753,592.5493164,null
Tango-15,Alpha 3,2024-02-19T00:00:00+00:00,1137.567993,398.4743385,1137.567993,4716
Tango-15,Alpha 3,2024-02-20T00:00:00+00:00,388.3782959,407.3628006,382.5056417,4783
Tango-15,Alpha 3,2024-02-21T00:00:00+00:00,392.2755127,420.0607262,392.2755127,5603
Tango-15,Alpha 3,2024-02-22T00:00:00+00:00,372.2977905,432.1114388,348.6142239,4755
Tango-15,Alpha 3,2024-02-23T00:00:00+00:00,332.7497864,439.0755615,332.7497864,5726
Tango-15,Alpha 3,2024-02-24T00:00:00+00:00,278.278595,436.7621613,278.278595,5509
Tango-15,Alpha 3,2024-02-25T00:00:00+00:00,324.3237,477.3026237,324.3237,8024
Tango-15,Alpha 3,2024-02-26T00:00:00+00:00,300.4693909,440.7926331,300.4693909,6460
Tango-15,Alpha 3,2024-02-27T00:00:00+00:00,302.1075439,336.3600769,299.5425106,10693
Tango-15,Alpha 3,2024-02-28T00:00:00+00:00,458.571991,345.1342888,443.5701992,4843
Tango-15,Alpha 3,2024-02-29T00:00:00+00:00,361.737793,341.3170738,361.737793,5584
Tango-16,Alpha 3,2024-02-01T00:00:00+00:00,317.7641907,319.3457642,317.7641907,4759
Tango-16,Alpha 3,2024-02-02T00:00:00+00:00,313.3070068,317.4809265,313.3070068,5374
Tango-16,Alpha 3,2024-02-03T00:00:00+00:00,315.5874939,314.7951622,315.5874939,6655
Tango-16,Alpha 3,2024-02-04T00:00:00+00:00,346.8872986,316.3946609,344.7126584,6365
Tango-16,Alpha 3,2024-02-05T00:00:00+00:00,346.8872986,319.024662,344.1925997,6300
Tango-16,Alpha 3,2024-02-06T00:00:00+00:00,233.9701996,307.4399738,233.9701996,8460
Tango-16,Alpha 3,2024-02-07T00:00:00+00:00,312.6234131,313.3265514,312.6234131,5348
Tango-16,Alpha 3,2024-02-08T00:00:00+00:00,325.7539063,314.0976009,325.7539063,5584
Tango-16,Alpha 3,2024-02-09T00:00:00+00:00,322.3839111,314.675066,322.3839111,6798
Tango-16,Alpha 3,2024-02-10T00:00:00+00:00,895.6682739,387.4702244,866.686362,5572
Tango-16,Alpha 3,2024-02-11T00:00:00+00:00,385.9587097,396.2666264,385.9587097,6632
Tango-16,Alpha 3,2024-02-12T00:00:00+00:00,346.0436554,396.161171,341.3285811,4230
Tango-16,Alpha 3,2024-02-13T00:00:00+00:00,317.2052917,392.4509201,317.2052917,5139
Tango-16,Alpha 3,2024-02-14T00:00:00+00:00,306.591095,401.528532,306.591095,4955
Tango-16,Alpha 3,2024-02-15T00:00:00+00:00,310.7611084,401.2957439,310.7611084,5438
Tango-16,Alpha 3,2024-02-16T00:00:00+00:00,284.3847046,396.1245937,284.3847046,5336
Tango-16,Alpha 3,2024-02-17T00:00:00+00:00,256.5877075,387.9000683,253.8600742,5389
Tango-16,Alpha 3,2024-02-18T00:00:00+00:00,534.1185303,342.7063503,534.1185303,4853
Tango-16,Alpha 3,2024-02-19T00:00:00+00:00,304.8374023,332.5661869,304.8374023,5366
Tango-16,Alpha 3,2024-02-20T00:00:00+00:00,318.6448059,329.1413307,318.6448059,4900
Tango-16,Alpha 3,2024-02-21T00:00:00+00:00,213.601593,316.1908684,213.601593,6762
Tango-16,Alpha 3,2024-02-22T00:00:00+00:00,316.4483948,317.4230309,316.4483948,4846
Tango-16,Alpha 3,2024-02-23T00:00:00+00:00,283.8172913,314.0550537,283.8172913,5744
Tango-16,Alpha 3,2024-02-24T00:00:00+00:00,294.8940125,315.3687172,294.8940125,4814
Tango-16,Alpha 3,2024-02-25T00:00:00+00:00,322.384491,323.5933151,322.384491,5202
Tango-16,Alpha 3,2024-02-26T00:00:00+00:00,308.7069092,295.4168625,308.7069092,5432
Tango-16,Alpha 3,2024-02-27T00:00:00+00:00,310.7629089,296.1575508,310.7629089,5548
Tango-16,Alpha 3,2024-02-28T00:00:00+00:00,1103.984009,394.3249512,1086.604399,4660
Tango-16,Alpha 3,2024-02-29T00:00:00+00:00,238.3507996,397.418602,238.3507996,6201
Tango-17,Alpha 3,2024-02-01T00:00:00+00:00,null,null,null,null
Tango-17,Alpha 3,2024-02-02T00:00:00+00:00,null,null,null,10240
Tango-17,Alpha 3,2024-02-03T00:00:00+00:00,null,null,null,277380
Tango-17,Alpha 3,2024-02-04T00:00:00+00:00,null,null,null,null
Tango-17,Alpha 3,2024-02-05T00:00:00+00:00,0,0,0,null
Tango-17,Alpha 3,2024-02-06T00:00:00+00:00,null,0,null,null
Tango-17,Alpha 3,2024-02-07T00:00:00+00:00,null,0,null,null
Tango-17,Alpha 3,2024-02-08T00:00:00+00:00,null,0,null,null
Tango-17,Alpha 3,2024-02-09T00:00:00+00:00,null,0,null,5813
Tango-17,Alpha 3,2024-02-10T00:00:00+00:00,null,0,null,26780
Tango-17,Alpha 3,2024-02-11T00:00:00+00:00,null,0,null,86160
Tango-17,Alpha 3,2024-02-12T00:00:00+00:00,0,0,0,78480
Tango-17,Alpha 3,2024-02-13T00:00:00+00:00,null,0,null,57060
Tango-17,Alpha 3,2024-02-14T00:00:00+00:00,null,0,null,81720
Tango-17,Alpha 3,2024-02-15T00:00:00+00:00,null,0,null,83700
Tango-17,Alpha 3,2024-02-16T00:00:00+00:00,null,0,null,67320
Tango-17,Alpha 3,2024-02-17T00:00:00+00:00,null,0,null,81000
Tango-17,Alpha 3,2024-02-18T00:00:00+00:00,null,0,null,62760
Tango-17,Alpha 3,2024-02-19T00:00:00+00:00,null,0,null,113640
Tango-17,Alpha 3,2024-02-20T00:00:00+00:00,null,null,null,48960
Tango-17,Alpha 3,2024-02-21T00:00:00+00:00,null,null,null,18820
Tango-17,Alpha 3,2024-02-22T00:00:00+00:00,null,null,null,null
Tango-17,Alpha 3,2024-02-23T00:00:00+00:00,null,null,null,53040
Tango-17,Alpha 3,2024-02-24T00:00:00+00:00,null,null,null,45300
Tango-17,Alpha 3,2024-02-25T00:00:00+00:00,null,null,null,null
Tango-17,Alpha 3,2024-02-26T00:00:00+00:00,null,null,null,93600
Tango-17,Alpha 3,2024-02-27T00:00:00+00:00,0,0,0,81300
Tango-17,Alpha 3,2024-02-28T00:00:00+00:00,null,0,null,10725
Tango-17,Alpha 3,2024-02-29T00:00:00+00:00,null,0,null,31040
Tango-18,Alpha 3,2024-02-01T00:00:00+00:00,76.62181091,109.8300142,76.62181091,40650
Tango-18,Alpha 3,2024-02-02T00:00:00+00:00,120.7297974,110.9612265,120.7297974,36960
Tango-18,Alpha 3,2024-02-03T00:00:00+00:00,80.41397095,102.2082109,80.41397095,32640
Tango-18,Alpha 3,2024-02-04T00:00:00+00:00,154.1035004,108.8564358,154.1035004,27940
Tango-18,Alpha 3,2024-02-05T00:00:00+00:00,154.1035004,114.5232105,154.1035004,39510
Tango-18,Alpha 3,2024-02-06T00:00:00+00:00,76.72329712,110.3480101,76.72329712,32260
Tango-18,Alpha 3,2024-02-07T00:00:00+00:00,112.3893967,110.6377344,112.3893967,45360
Tango-18,Alpha 3,2024-02-08T00:00:00+00:00,124.6188965,112.4630213,123.2103022,29380
Tango-18,Alpha 3,2024-02-09T00:00:00+00:00,113.1326981,117.0268822,113.1326981,38580
Tango-18,Alpha 3,2024-02-10T00:00:00+00:00,115.0547028,116.3174953,115.0547028,29040
Tango-18,Alpha 3,2024-02-11T00:00:00+00:00,131.4859009,122.7014866,131.4859009,32740
Tango-18,Alpha 3,2024-02-12T00:00:00+00:00,140.3059006,120.9767866,140.3059006,36810
Tango-18,Alpha 3,2024-02-13T00:00:00+00:00,74.41950989,111.0162878,74.41950989,33780
Tango-18,Alpha 3,2024-02-14T00:00:00+00:00,120.7555008,116.5203133,120.7555008,37260
Tango-18,Alpha 3,2024-02-15T00:00:00+00:00,119.893898,117.4583759,119.893898,32100
Tango-18,Alpha 3,2024-02-16T00:00:00+00:00,157.1038971,121.519001,157.1038971,37710
Tango-18,Alpha 3,2024-02-17T00:00:00+00:00,105.6603012,120.5849514,99.35051727,23835
Tango-18,Alpha 3,2024-02-18T00:00:00+00:00,109.1160965,119.8426256,109.1160965,41790
Tango-18,Alpha 3,2024-02-19T00:00:00+00:00,150.612793,122.2334871,150.612793,39420
Tango-18,Alpha 3,2024-02-20T00:00:00+00:00,77.49817657,114.3825216,77.49817657,35960
Tango-18,Alpha 3,2024-02-21T00:00:00+00:00,118.3035965,119.8680325,118.3035965,37920
Tango-18,Alpha 3,2024-02-22T00:00:00+00:00,116.4787979,119.3334446,116.4787979,null
Tango-18,Alpha 3,2024-02-23T00:00:00+00:00,159.6562958,124.3037443,159.6562958,39030
Tango-18,Alpha 3,2024-02-24T00:00:00+00:00,104.0402985,117.6707945,104.0402985,32460
Tango-18,Alpha 3,2024-02-25T00:00:00+00:00,116.4451981,119.0189066,116.4451981,41520
Tango-18,Alpha 3,2024-02-26T00:00:00+00:00,76.50536346,114.942565,76.50536346,31700
Tango-18,Alpha 3,2024-02-27T00:00:00+00:00,77.9429512,105.8588347,77.9429512,39810
Tango-18,Alpha 3,2024-02-28T00:00:00+00:00,115.2965012,110.5836253,115.2965012,31060
Tango-18,Alpha 3,2024-02-29T00:00:00+00:00,73.93450928,105.0374894,73.93450928,39690
Tango-19,Alpha 3,2024-02-01T00:00:00+00:00,173.5751038,182.0222874,173.5751038,22100
Tango-19,Alpha 3,2024-02-02T00:00:00+00:00,252.5263062,191.2688751,252.5263062,13284
Tango-19,Alpha 3,2024-02-03T00:00:00+00:00,194.4723969,193.8966618,194.4723969,9729
Tango-19,Alpha 3,2024-02-04T00:00:00+00:00,228.9049988,195.1905251,228.9049988,15732
Tango-19,Alpha 3,2024-02-05T00:00:00+00:00,228.9049988,196.0560246,228.9049988,10590
Tango-19,Alpha 3,2024-02-06T00:00:00+00:00,306.6499023,216.1786003,304.6584873,15260
Tango-19,Alpha 3,2024-02-07T00:00:00+00:00,119.6475983,205.2380753,119.6475983,null
Tango-19,Alpha 3,2024-02-08T00:00:00+00:00,70.27924347,196.8700686,70.27924347,null
Tango-19,Alpha 3,2024-02-09T00:00:00+00:00,0,175.1731806,0,null
Tango-19,Alpha 3,2024-02-10T00:00:00+00:00,304.6672058,181.690793,304.6672058,10350
Tango-19,Alpha 3,2024-02-11T00:00:00+00:00,273.1943054,191.5310316,226.4012824,10167
Tango-19,Alpha 3,2024-02-12T00:00:00+00:00,287.0288544,198.7965136,287.0288544,8904
Tango-19,Alpha 3,2024-02-13T00:00:00+00:00,261.5956116,202.8828402,261.5956116,10185
Tango-19,Alpha 3,2024-02-14T00:00:00+00:00,246.7487946,195.3952017,246.7487946,10658
Tango-19,Alpha 3,2024-02-15T00:00:00+00:00,224.0503998,208.4455519,224.0503998,13011
Tango-19,Alpha 3,2024-02-16T00:00:00+00:00,186.1004944,222.9232082,186.1004944,11451
Tango-19,Alpha 3,2024-02-17T00:00:00+00:00,228.3636017,251.4686584,226.0932019,13226
Tango-19,Alpha 3,2024-02-18T00:00:00+00:00,229.4553986,242.0671825,225.7821306,10853
Tango-19,Alpha 3,2024-02-19T00:00:00+00:00,240.4447021,237.9734821,237.1060838,11408
Tango-19,Alpha 3,2024-02-20T00:00:00+00:00,209.8218994,228.3226128,209.8218994,12720
Tango-19,Alpha 3,2024-02-21T00:00:00+00:00,242.5050049,225.9362869,242.5050049,11813
Tango-19,Alpha 3,2024-02-22T00:00:00+00:00,244.1284027,225.6087379,244.1284027,10290
Tango-19,Alpha 3,2024-02-23T00:00:00+00:00,244.6882935,228.1884747,244.6882935,13346
Tango-19,Alpha 3,2024-02-24T00:00:00+00:00,146.9512939,223.2948246,146.9512939,16092
Tango-19,Alpha 3,2024-02-25T00:00:00+00:00,231.4241943,223.6773987,231.4241943,13191
Tango-19,Alpha 3,2024-02-26T00:00:00+00:00,255.3204956,226.9105358,255.3204956,14110
Tango-19,Alpha 3,2024-02-27T00:00:00+00:00,227.881546,225.3401413,227.881546,13200
Tango-19,Alpha 3,2024-02-28T00:00:00+00:00,208.3748016,225.1592541,200.0036455,12218
Tango-19,Alpha 3,2024-02-29T00:00:00+00:00,218.8585052,222.2034416,218.8585052,14100
Tango-20,Alpha 6,2024-02-01T00:00:00+00:00,39.15937042,34.92703772,37.08904826,5912
Tango-20,Alpha 6,2024-02-02T00:00:00+00:00,31.56465912,35.01389885,30.65133718,5608
Tango-20,Alpha 6,2024-02-03T00:00:00+00:00,39.31621933,35.29760504,34.99207314,6351
Tango-20,Alpha 6,2024-02-04T00:00:00+00:00,30.7041893,34.88766861,30.7041893,5592
Tango-20,Alpha 6,2024-02-05T00:00:00+00:00,36.21060181,35.42574382,36.21060181,5944
Tango-20,Alpha 6,2024-02-06T00:00:00+00:00,35.48437119,35.06553388,35.48437119,5213
Tango-20,Alpha 6,2024-02-07T00:00:00+00:00,30.63363075,34.98697019,29.66154823,6343
Tango-20,Alpha 6,2024-02-08T00:00:00+00:00,37.3384285,35.0514338,37.3384285,6240
Tango-20,Alpha 6,2024-02-09T00:00:00+00:00,34.98841095,34.53006387,34.98841095,6144
Tango-20,Alpha 6,2024-02-10T00:00:00+00:00,35.06443024,34.96753526,35.06443024,5917
Tango-20,Alpha 6,2024-02-11T00:00:00+00:00,37.44766998,34.73396659,37.44766998,5483
Tango-20,Alpha 6,2024-02-12T00:00:00+00:00,35.88029099,35.3809793,35.19673818,8051
Tango-20,Alpha 6,2024-02-13T00:00:00+00:00,29.52337074,34.54507542,29.52337074,6112
Tango-20,Alpha 6,2024-02-14T00:00:00+00:00,39.9992485,35.10943508,39.02914912,5649
Tango-20,Alpha 6,2024-02-15T00:00:00+00:00,40.65132904,36.36164737,40.65132904,5664
Tango-20,Alpha 6,2024-02-16T00:00:00+00:00,39.03450012,36.57365632,38.29573305,5355
Tango-20,Alpha 6,2024-02-17T00:00:00+00:00,36.71057129,36.78892636,36.71057129,5505
Tango-20,Alpha 6,2024-02-18T00:00:00+00:00,35.34119034,36.82352138,33.92732858,5776
Tango-20,Alpha 6,2024-02-19T00:00:00+00:00,35.83736038,36.62223268,33.7532692,5408
Tango-20,Alpha 6,2024-02-20T00:00:00+00:00,35.91894913,36.62706494,35.91894913,5513
Tango-20,Alpha 6,2024-02-21T00:00:00+00:00,32.17274857,36.95823717,32.17274857,5752
Tango-20,Alpha 6,2024-02-22T00:00:00+00:00,36.39044189,36.50713634,36.39044189,5542
Tango-20,Alpha 6,2024-02-23T00:00:00+00:00,37.42490005,36.10383272,37.42490005,5528
Tango-20,Alpha 6,2024-02-24T00:00:00+00:00,33.6241188,35.42753506,33.6241188,5544
Tango-20,Alpha 6,2024-02-25T00:00:00+00:00,37.99161911,35.58766603,37.99161911,5736
Tango-20,Alpha 6,2024-02-26T00:00:00+00:00,32.60652924,35.2458334,32.60652924,5792
Tango-20,Alpha 6,2024-02-27T00:00:00+00:00,38.48965073,35.57736969,37.45854543,5680
Tango-20,Alpha 6,2024-02-28T00:00:00+00:00,32.64521027,35.16815233,32.64521027,5775
Tango-20,Alpha 6,2024-02-29T00:00:00+00:00,37.24087906,35.80166864,37.24087906,5576
Tango-21,Alpha 6,2024-02-01T00:00:00+00:00,50.72071838,47.10159731,50.72071838,7716
Tango-21,Alpha 6,2024-02-02T00:00:00+00:00,52.5074501,47.56665993,52.5074501,7760
Tango-21,Alpha 6,2024-02-03T00:00:00+00:00,45.71593857,47.3176012,45.71593857,9400
Tango-21,Alpha 6,2024-02-04T00:00:00+00:00,56.7911911,48.94339752,51.88430939,8427
